Key,English(en),Japanese(ja),Thai(th)
0076.choice3,เหลือง,เหลือง,เหลือง
0076.choice4,เขียว,เขียว,เขียว
0077.question,เจ้าภาพ Olympic ฤดูร้อนปี 2024 คือประเทศใด,เจ้าภาพ Olympic ฤดูร้อนปี 2024 คือประเทศใด,เจ้าภาพ Olympic ฤดูร้อนปี 2024 คือประเทศใด
0077.choice1,ฝรั่งเศส,ฝรั่งเศส,ฝรั่งเศส
0077.choice2,สหรัฐอเมริกา,สหรัฐอเมริกา,สหรัฐอเมริกา
0077.choice3,ญี่ปุ่น,ญี่ปุ่น,ญี่ปุ่น
0077.choice4,กาตาร์,กาตาร์,กาตาร์
0078.question,กีฬา Olympic จัดครั้งแรกที่ประเทศใด,กีฬา Olympic จัดครั้งแรกที่ประเทศใด,กีฬา Olympic จัดครั้งแรกที่ประเทศใด
0078.choice1,กรีซ,กรีซ,กรีซ
0078.choice2,เยอรมนี,เยอรมนี,เยอรมนี
0078.choice3,อิตาลี,อิตาลี,อิตาลี
0078.choice4,แคนาดา,แคนาดา,แคนาดา
0079.question,Sir Alex Ferguson คว้าแชมป์ Premier League ได้กี่สมัย,Sir Alex Ferguson คว้าแชมป์ Premier League ได้กี่สมัย,Sir Alex Ferguson คว้าแชมป์ Premier League ได้กี่สมัย
0080.question,กีฬาคริกเก็ต คนขว้างลูกจะถูกเรียกว่า Pitcher,กีฬาคริกเก็ต คนขว้างลูกจะถูกเรียกว่า Pitcher,กีฬาคริกเก็ต คนขว้างลูกจะถูกเรียกว่า Pitcher
0081.question,อเมริกันฟุตบอลและรักบี้มีจำนวนผู้เล่นในสนามเท่ากัน,อเมริกันฟุตบอลและรักบี้มีจำนวนผู้เล่นในสนามเท่ากัน,อเมริกันฟุตบอลและรักบี้มีจำนวนผู้เล่นในสนามเท่ากัน
0082.question,รักบี้มีผู้เล่นในสนามทีมละกี่คน,รักบี้มีผู้เล่นในสนามทีมละกี่คน,รักบี้มีผู้เล่นในสนามทีมละกี่คน
0083.question,เรียงลำดับกีฬาที่มีผู้เล่นในสนามต่อทีมจากมากไปน้อย,เรียงลำดับกีฬาที่มีผู้เล่นในสนามต่อทีมจากมากไปน้อย,เรียงลำดับกีฬาที่มีผู้เล่นในสนามต่อทีมจากมากไปน้อย
0083.choice1,ฟุตบอล,ฟุตบอล,ฟุตบอล
0083.choice2,วอลเลย์บอล,วอลเลย์บอล,วอลเลย์บอล
0083.choice3,บาสเกตบอล,บาสเกตบอล,บาสเกตบอล
0084.question,กีฬาใดที่ผู้เล่นต้องนั่งบนหลังม้า,กีฬาใดที่ผู้เล่นต้องนั่งบนหลังม้า,กีฬาใดที่ผู้เล่นต้องนั่งบนหลังม้า
0084.choice1,โปโล,โปโล,โปโล
0084.choice2,ฮอกกี้,ฮอกกี้,ฮอกกี้
0084.choice3,รักบี้,รักบี้,รักบี้
0084.choice4,สกี,สกี,สกี
0085.question,การแข่งขันฟุตบอลโลกจัดขึ้นครั้งแรกในปีใด,การแข่งขันฟุตบอลโลกจัดขึ้นครั้งแรกในปีใด,การแข่งขันฟุตบอลโลกจัดขึ้นครั้งแรกในปีใด
0086.question,บาสเกตบอลทำแต้มได้มากสุดกี่แต้มต่อการยิงลูก 1 ครั้ง,บาสเกตบอลทำแต้มได้มากสุดกี่แต้มต่อการยิงลูก 1 ครั้ง,บาสเกตบอลทำแต้มได้มากสุดกี่แต้มต่อการยิงลูก 1 ครั้ง
0087.question,Michael Jordan โด่งดังกับทีมอะไร,Michael Jordan โด่งดังกับทีมอะไร,Michael Jordan โด่งดังกับทีมอะไร
0087.choice1,Chicago Bulls,Chicago Bulls,Chicago Bulls
0087.choice2,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers
0087.choice3,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs
0087.choice4,Miami Heat,Miami Heat,Miami Heat
0088.question,Michael Jordan เคยเล่นให้ทีม Washington Wizards,Michael Jordan เคยเล่นให้ทีม Washington Wizards,Michael Jordan เคยเล่นให้ทีม Washington Wizards
0089.question,บาสเกตบอลกำเนิดขึ้นที่ประเทศใด,บาสเกตบอลกำเนิดขึ้นที่ประเทศใด,บาสเกตบอลกำเนิดขึ้นที่ประเทศใด
0089.choice1,สหรัฐอเมริกา,สหรัฐอเมริกา,สหรัฐอเมริกา
0089.choice2,จีน,จีน,จีน
0089.choice3,อังกฤษ,อังกฤษ,อังกฤษ
0089.choice4,เยอรมนี,เยอรมนี,เยอรมนี
0090.question,ศิลปะป้องกันตัวยิวยิตสูเกิดที่ประเทศใด,ศิลปะป้องกันตัวยิวยิตสูเกิดที่ประเทศใด,ศิลปะป้องกันตัวยิวยิตสูเกิดที่ประเทศใด
0090.choice1,ญี่ปุ่น,ญี่ปุ่น,ญี่ปุ่น
0090.choice2,บลาซิล,บลาซิล,บลาซิล
0090.choice3,เกาหลีใต้,เกาหลีใต้,เกาหลีใต้
0090.choice4,แคเมอรูน,แคเมอรูน,แคเมอรูน
0091.question,ตาข่ายวอลเลย์บอลหญิงสูงเท่าไหร่,ตาข่ายวอลเลย์บอลหญิงสูงเท่าไหร่,ตาข่ายวอลเลย์บอลหญิงสูงเท่าไหร่
0091.choice1,2.24 เมตร,2.24 เมตร,2.24 เมตร
0091.choice2,2.20 เมตร,2.20 เมตร,2.20 เมตร
0091.choice3,2.22 เมตร,2.22 เมตร,2.22 เมตร
0091.choice4,2.18 เมตร,2.18 เมตร,2.18 เมตร
0092.question,ข้อใดคือรายการแข่งขันจักรยานทางไกล,ข้อใดคือรายการแข่งขันจักรยานทางไกล,ข้อใดคือรายการแข่งขันจักรยานทางไกล
0092.choice1,Tour de France,Tour de France,Tour de France
