NO,QUESTION,CHOICE 1,CHOICE 2,CHOICE 3,CHOICE 4,TYPE,LEVEL,CATEGORY 1,CATEGORY 2,LOCATION
0174,ทวีปที่มีจำนวนประเทศมากที่สุดคือทวีปใด,แอฟริกา,เอเชีย,ยุโรป,อเมริกาเหนือ,4 Choice,2,Geography,none,#none
0175,แม่น้ำดานูบไหลผ่านเมืองหลวงใด,Budapest,Prague,Warsaw,Lisbon,4 Choice,2,Geography,none,#none
0176,คลองใดเชื่อมต่อมหาสมุทรแอตแลนติกกับมหาสมุทรแปซิฟิก,คลองปานามา,คลองสุเอซ,คลองคีล,คลองแกรนด์,4 Choice,2,Geography,none,#none
0177,ประเทศใดที่เป็นที่ตั้งของโบราณสถานมาชูปิกชู,เปรู,เม็กซิโก,โบลิเวีย,เอกวาดอร์,4 Choice,2,Geography,none,#none
0178,เมืองหลวงของประเทศตุรกีคือเมืองใด,Ankara,Istanbul,Izmir,Antalya,4 Choice,2,Geography,none,#none
0179,ทะเลสาบที่อยู่สูงที่สุดในโลกคือทะเลสาบใด,ทะเลสาบติติกากา,ทะเลสาบไบคาล,ทะเลสาบสุพีเรีย,ทะเลสาบเกรตซอลต์,4 Choice,3,Geography,none,#none
0180,ประเทศใดที่มีเขตเวลามากที่สุด,ฝรั่งเศส,จีน,รัสเซีย,สหรัฐอเมริกา,4 Choice,3,Geography,none,#Paris
0181,ประเทศใดในทวีปอเมริกาใต้ที่ไม่มีทางออกสู่ทะเล,โบลิเวีย,เปรู,โคลอมเบีย,ชิลี,4 Choice,3,Geography,none,#none
0182,Addis Ababa เป็นเมืองหลวงของประเทศใด,เอธิโอเปีย,เคนยา,ซูดาน,โซมาเลีย,4 Choice,3,Geography,none,#none
0183,ประเทศใดที่เป็นที่ตั้งของเมืองโบราณ Petra,จอร์แดน,อียิปต์,ซีเรีย,เลบานอน,4 Choice,3,Geography,none,#none
0184,เมืองหลวงของประเทศทาจิกิสถานคือเมืองใด,Dushanbe,Khujand,Bokhtar,Hisor,4 Choice,3,Geography,none,#none
0185,แอฟริกาใต้อยู่ใต้สุดของทวีปแอฟริกา,TRUE,FALSE,,,True False,1,Geography,none,#none
0186,เมืองหลวงของประเทศสเปนคือ Barcelona,FALSE,TRUE,,,True False,1,Geography,none,#none
0187,Land of Smile หมายถึงประเทศไทย,TRUE,FALSE,,,True False,1,Geography,none,#Bangkok
0188,Istanbul คือเมืองหลวงของประเทศตุรกี,FALSE,TRUE,,,True False,2,Geography,none,#none
0189,ทะเลสาบที่ลึกที่สุดในโลกคือทะเลสาบไบคาล,TRUE,FALSE,,,True False,2,Geography,none,#none
0190,อียิปต์คือประเทศที่มีพีระมิดมากที่สุดในโลก,FALSE,TRUE,,,True False,2,Geography,none,#Cairo
0191,ภูเขาคิลิมันจาโรสูงที่สุดในทวีปอเมริกาใต้,FALSE,TRUE,,,True False,2,Geography,none,#none
0192,Oslo เป็นเมืองหลวงของประเทศนอร์เวย์,TRUE,FALSE,,,True False,2,Geography,none,#none
0193,ประเทศชิลีมีชายฝั่งทะเลยาวที่สุดในทวีปอเมริกาใต้,TRUE,FALSE,,,True False,2,Geography,none,#none
0194,เรียงลำดับจำนวนประชากรในประเทศจากมากไปน้อย,จีน,สหรัฐอเมริกา,อินโดนีเซีย,,Sorting,2,General,none,#none
0195,เรียงลำดับความสูงของภูเขาจากมากไปน้อย,เอเวอเรสต์,K2,คิลิมันจาโร,,Sorting,2,Geography,none,#none
0196,เรียงลำดับหอคอยที่สูงที่สุดจากมากไปน้อย,โตเกียวสกายทรี,โตเกียวทาวเวอร์,หอคอยซัปโปโร,,Sorting,2,Geography,none,#Tokyo
0197,เรียงลำดับประเทศที่มีประชากรจากมากไปน้อย,ปากีสถาน,บราซิล,เม็กซิโก,,Sorting,3,Geography,none,#none
0198,เรียงลำดับแม่น้ำที่ยาวที่สุดจากมากไปน้อย,แม่น้ำไนล์ ,แม่น้ำแยงซีเกียง,แม่น้ำคองโก,,Sorting,3,Geography,none,#none
0199,เรียงลำดับประเทศที่มีพื้นที่เยอะจากมากไปน้อย,รัสเซีย,สหรัฐอเมริกา,จีน,,Sorting,3,Geography,none,#none
0200,ภูเขาไฟฟูจิสูงกี่เมตร,3776,,,,Number Guessing,3,Geography,none,#Tokyo
0201,สหรัฐอเมริกามีทั้งหมดกี่รัฐ,50,,,,Number Guessing,3,Geography,none,#New York
0202,สโตนเฮนจ์ประกอบด้วยแท่งหินทั้งหมดกี่ก้อน,112,,,,Number Guessing,3,Geography,none,#London
0203,April Fools' Day คือวันที่เท่าไหร่,1 เมษายน,3 เมษายน,5 เมษายน,7 เมษายน,4 Choice,1,General,none,#none
0204,สกุลเงินของประเทศญี่ปุ่นคืออะไร,เยน,บาท,หยวน,วอน,4 Choice,1,General,none,#Tokyo
0205,อักษรภาษาอังกฤษมีทั้งหมดกี่ตัว,26,24,25,27,4 Choice,1,General,none,#none
0206,สีคู่ตรงข้ามกับสีน้ำเงินคือสีใด,สีส้ม,สีแดง,สีเหลือง,สีม่วง,4 Choice,1,General,none,#none
0207,เครื่องดื่มชนิดใดที่ทำจากการหมักน้ำองุ่น,ไวน์,เบียร์,สาเก,วิสกี้,4 Choice,1,General,none,#Paris
0208,ข้อใดคือหน่วยวัดความยาวในระบบเมตริก,เมตร,หลา,ฟุต,นิ้ว,4 Choice,1,General,none,#none
0209,เดือนใดที่มีจำนวนวันน้อยที่สุด,กุมภาพันธ์,มกราคม,มีนาคม,พฤศจิกายน,4 Choice,1,General,none,#none
0210,ใบเมเปิ้ลเป็นสัญลักษณ์ของประเทศอะไร,แคนาดา,เยอรมนี,ลิกเตนสไตน์,สวีเดน,4 Choice,1,General,none,#none
0211,"คำว่า ""ขอบคุณ"" ในภาษาญี่ปุ่นคืออะไร",Arigato,Sayonara,Konnichiwa,Konbanwa,4 Choice,1,General,none,#Tokyo
0212,ภาษาใดที่มีผู้ใช้เป็นภาษาแม่มากที่สุดในโลก,จีนกลาง,อังกฤษ,สเปน,ฮินดี,4 Choice,2,General,none,#none
0213,ตัวอักษร L อยู่ในลำดับที่เท่าไหร่ของตัวอักษรภาษาอังกฤษ,12,13,14,15,4 Choice,2,General,none,#none
0214,ข้อใดไม่ใช่ระบบสี,CDB,RGB,CMYK,HSB,4 Choice,2,General,Science,#none
0215,สัตว์ประจำชาติของประเทศอินเดียคืออะไร,เสือโคร่ง,งูเห่า,ช้าง,นกยูง,4 Choice,2,General,none,#none
0216,ซุปกัซปาโชของประเทศสเปนมีอะไรเป็นส่วนประกอบสำคัญ,มะเขือเทศ,หัวหอม,แตงกวา,พริกหยวก,4 Choice,2,General,none,#none
0217,ดอกไม้ประจำชาติของประเทศเนเธอร์แลนด์คือดอกอะไร,ดอกทิวลิป,ดอกเดซี่,ดอกทานตะวัน,ดอกกุหลาบ,4 Choice,2,General,none,#none
0218,สกุลเงินของประเทศบลาซิลคืออะไร,เรียล,เปโซ,ดอลลาร์,ปอนด์,4 Choice,2,General,none,#none
0219,การเลือกตั้งประธานาธิบดีสหรัฐอเมริกาจัดขึ้นทุกกี่ปี,4,2,3,5,4 Choice,2,General,none,#none
0220,วันแรงงานสากลตรงกับวันที่เท่าไหร่,1 พฤษภาคม,5 พฤษภาคม,11 พฤษภาคม,24 พฤษภาคม,4 Choice,2,General,none,#none
0221,ข้อไดไม่ใช่อาหารจากประเทศอิตาลี,ปาเอญ่า,ลาซานญ่า,รีซอตโต้,พิซซ่า,4 Choice,2,General,none,#none
